,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1
87,0.4447049991628184,0.772038226111377,0.25008167084045907,0.217701012851864,0.9861521677160172,0.39451369668965386,0.7606324606117656,0.2720897358315274,0.8105586840694954,0.4160644104427833,0.8106538011283966,0.3297135205945774
104,0.5260834623946979,0.6255411041310248,0.46004000906009407,0.9186697907751805,0.7027353086448084,0.9252861036321829,0.7202713081002031,0.45313563078563557,0.7652989527275784,0.27297054422360595,0.27312616950512336,0.3012169030236342
106,0.5385543096212833,0.1434698993411626,0.49371843808419913,0.09966261869715942,0.6878853854354926,0.8461408184434165,0.3814521653165757,0.08402213773479841,0.46931534048733337,0.10339286029799212,0.23615872423304968,0.8675596093207391
114,0.5753327663319715,0.7500149886925283,0.7935212191448181,0.22672964681643132,0.38305010210085966,0.5826745820251732,0.872690406943186,0.5036074234468763,0.3999046749652402,0.09616734243127527,0.1215201623772894,0.9657970145076985
129,0.6514381866233675,0.9376226774756523,0.7493414535119061,0.30013670976350126,0.4165211552577135,0.4543557066211811,0.9054712229068863,0.7844845291972388,0.8495367038265007,0.393342245022278,0.805310204198995,0.9598348775926044
136,0.6872083827095331,0.9330195866801182,0.7362785387235143,0.45309784921942875,0.18266689422840268,0.2062227145500108,0.8374817210076365,0.9883098371465902,0.670865905305653,0.15309518702933536,0.5957763544966277,0.15607379798650636
155,0.7817703579185391,0.5213750721592108,0.944473689482719,0.25909623554311834,0.12845509876691322,0.46359156147369673,0.9612220450387253,0.8750334110181546,0.8815844267931874,0.44983476773152714,0.7185120280899986,0.5359848637515603
162,0.8172415001317356,0.721154141490659,0.859673425244249,0.0013607896727785285,0.07992283761524735,0.28520824985502363,0.917656650997508,0.812954645718593,0.7313977767456615,0.9473835056501696,0.7513457557233836,0.6245762105263314
179,0.9003971402750182,0.25438309292861216,0.449540950434242,0.8450606420907671,0.28941621757449204,0.39911596220431544,0.9571252353308548,0.0027686348185517926,0.34124803904336076,0.9140472137592094,0.5804278611922002,0.7039140257684614
185,0.9349123090707844,0.36750606788780826,0.14890016027512018,0.3130709373274393,0.46963114617594215,0.7217154944782055,0.5305323918119618,0.17822701400421279,0.854474661065032,0.7018986610284608,0.484364817757556,0.0555418933843492
